"time","US.GA.524.sa","US.MA.506.sa","US.NC.517.sa","US.IL.602.sa","US.OH.510.sa","US.TX.623.sa","US.CO.751.sa","US.MI.505.sa","US.NV.839.sa","US.CA.803.sa","US.FL.528.sa","US.MN.613.sa","US.NY.501.sa","US.AZ.753.sa","US.OR.820.sa","US.CA.825.sa","US.CA.807.sa","US.WA.819.sa","US.FL.539.sa","US.MD.511.sa"
2009-01-01,81.2065634635456,77.4865548040805,73.6269567047885,72.0803326475439,80.241595769752,70.9354083058783,77.4215567399439,66.5719797198374,73.6522894027908,81.2440589412921,84.1950323172469,80.2240796428501,77.6468950908601,75.1263934638004,62.0271933158362,76.1191347982542,67.8921409644223,79.5631480497557,85.5105907426206,68.6787009699824
2009-02-01,88.4092227373445,77.1792907058517,85.5624541475684,85.1305620469532,91.1365313972895,90.0630780551676,83.7011716227375,88.9166468685482,78.7525709647319,82.3205161448885,96.1237964754148,92.2720380904537,88.9851456690628,93.1850346509982,79.0366717877752,86.8926920496636,81.8117728892585,86.9434922046538,88.9487905583265,83.7937062229807
2009-03-01,99.7355569441885,83.2660398472013,94.6758968819617,88.7352882766496,88.7317668262581,90.6515965182021,90.5001233164078,79.1418279332104,75.1728293437302,78.4971407073671,90.1058272325443,84.1334968610221,89.9671919547447,84.4873573950151,91.3982658289204,82.198063178227,73.9325586577393,86.9945684831002,99.9694894095607,69.9986013533332
2009-04-01,82.6387728186515,72.8901000414177,76.7770510811521,72.5622845447527,76.666170928123,80.0438798628556,72.4993344864849,76.3852533230718,73.9077549415766,76.6445677079662,81.1078749611792,84.6473860091634,71.5797844734412,75.1063574847352,68.6584909020538,68.8945385373242,63.5130437178578,71.4787895675191,82.9661811870126,62.4405794923165
2009-05-01,80.5749464106133,66.6011561825175,71.0702036004833,62.7472420790511,78.1519173249652,71.3378006401801,80.4989276537584,70.3615729161659,76.5411879096612,73.676657995554,83.8375252175278,68.8306453392899,65.9499917007815,69.8752770548193,51.6770261654028,69.1219191275112,62.2903103414723,75.4066718688176,78.9677196615428,55.922324864969
2009-06-01,79.2588115159249,66.7868506798042,69.8492850964301,71.5321763835538,77.0152612329054,58.3773173859046,64.7229451306648,68.9585340232161,70.6350488803532,73.1220203517768,72.3968214065198,67.6699349398918,65.8723997837987,67.4188964373012,58.5426427941171,80.7429208597014,61.1383933514978,75.2425865723761,79.3678929761819,50.3975035922374
2009-07-01,69.2010381215725,64.0271171004262,66.8000320082109,69.85860763576,58.5385783940919,62.9110724963653,67.5696278465699,66.9097897968349,75.7248813535903,69.2471115683586,72.6443902186985,60.5205703601411,59.056016413883,69.9444674506538,53.9315966809631,61.0903160826923,54.4755387163461,64.1025263269112,79.4248023052611,47.585331831902
2009-08-01,73.7141647179797,65.8317230285686,68.2807347821587,65.0034803096596,71.3212894059398,68.1008638746886,72.4573941905476,65.35087446399,69.6810053198645,66.456294169294,68.4266316439586,68.6437107216738,59.7605390493774,67.1010756938746,51.3828628474163,65.6966983033659,51.0446192550345,63.1727413857949,71.8943507565872,47.2777221644721
2009-09-01,66.2647108871431,59.0370033056875,75.6469984440721,63.4511766951263,60.5918274890935,63.11243095398,69.6143172345668,58.0023859600557,71.9554145816824,65.2112095913961,64.7121576027539,58.3016860295708,51.3047290865092,65.8524218881104,55.7014637346912,62.0942866095003,45.3099258071907,67.415064110906,70.0068916983547,37.6218187852967
2009-10-01,73.9341176428921,55.0519531918415,81.6404701921676,64.1309826261718,56.0114592636116,62.2946666239522,75.5116043725828,58.6569167319781,72.399063390656,61.5011094665273,66.6535647025109,60.064805719212,54.2293398684567,67.9032393681366,51.9077951713157,65.6453414539037,46.7359831960655,67.1084559521889,70.2362081580125,43.7556038041886
2009-11-01,69.1994537241354,56.9274174702369,76.9367767262722,65.1039148485245,78.0372306698036,58.0640392957518,74.0988846478992,57.8555701741467,74.3179489814215,60.8126097784672,74.8647223636612,66.4880874023499,54.8669392358181,64.3300148273234,82.2315584852519,61.9085720047228,44.1394682632938,70.3256282426064,81.5381229725911,42.9406710838928
2009-12-01,68.5327968776845,51.7928046568971,77.1751672179326,61.5934701132666,76.5969859493682,58.2044484367052,70.5272016530769,49.4982463510921,69.0261895649431,56.1282837998789,77.1443756372911,61.6595472446552,54.6563722433779,66.6806966872785,68.7750727632018,72.2228986884957,44.5996785618894,57.7492757176515,69.7245584667647,39.9690625207104
2010-01-01,67.7167547156862,55.5775844068177,70.6001140107598,59.9103369552069,57.7844649840676,56.3985491191436,63.5969593413595,68.0004998123893,70.971607855704,57.2786505516741,75.0592511979129,51.8813883108779,57.2027418909779,58.5725538971286,49.0666713734756,52.9924264590943,39.8744677789036,66.545178390638,75.514576677,38.7976621517456
