geo,geo.type,geo.description,download.date,date,mdri,mdri.seas.adj
US-MA-506,City,Boston,2019-12-15,2008-11-01,62,74.2100757430037
US-MA-506,City,Boston,2019-12-15,2008-12-01,57,72.169385004537
US-MA-506,City,Boston,2019-12-15,2009-01-01,74,67.1363725175205
US-MA-506,City,Boston,2019-12-15,2009-02-01,100,93.0908219456032
US-MA-506,City,Boston,2019-12-15,2009-03-01,83,72.2166743569135
US-MA-506,City,Boston,2019-12-15,2009-04-01,71,64.1714807978513
US-MA-506,City,Boston,2019-12-15,2009-05-01,62,63.0064029052249
US-MA-506,City,Boston,2019-12-15,2009-06-01,58,59.8024898714358
US-MA-506,City,Boston,2019-12-15,2009-07-01,54,53.2962041115631
US-MA-506,City,Boston,2019-12-15,2009-08-01,61,58.6000408961645
US-MA-506,City,Boston,2019-12-15,2009-09-01,53,54.1413118937437
US-MA-506,City,Boston,2019-12-15,2009-10-01,52,54.1856732791407
US-MA-506,City,Boston,2019-12-15,2009-11-01,44,52.5921877760769
US-MA-506,City,Boston,2019-12-15,2009-12-01,33,41.8192184091654
US-MA-506,City,Boston,2019-12-15,2010-01-01,55,49.8773610269575
US-MA-506,City,Boston,2019-12-15,2010-02-01,55,51.0099323370905
US-MA-506,City,Boston,2019-12-15,2010-03-01,48,42.1136090223806
US-MA-506,City,Boston,2019-12-15,2010-04-01,50,45.5368095986811
US-MA-506,City,Boston,2019-12-15,2010-05-01,43,43.6772416330543
US-MA-506,City,Boston,2019-12-15,2010-06-01,48,49.3696323039632
US-MA-506,City,Boston,2019-12-15,2010-07-01,48,47.1900588219744
US-MA-506,City,Boston,2019-12-15,2010-08-01,49,46.9421536184866
US-MA-506,City,Boston,2019-12-15,2010-09-01,47,48.1221166214239
US-MA-506,City,Boston,2019-12-15,2010-10-01,62,64.5331121501877
US-MA-506,City,Boston,2019-12-15,2010-11-01,42,50.1747805440267
US-MA-506,City,Boston,2019-12-15,2010-12-01,34,42.9342468689003
US-MA-506,City,Boston,2019-12-15,2011-01-01,51,46.2293461875241
US-MA-506,City,Boston,2019-12-15,2011-02-01,46,42.5990446232964
US-MA-506,City,Boston,2019-12-15,2011-03-01,41,36.1419298341101
US-MA-506,City,Boston,2019-12-15,2011-04-01,36,32.9660528750053
US-MA-506,City,Boston,2019-12-15,2011-05-01,39,39.5129009448726
US-MA-506,City,Boston,2019-12-15,2011-06-01,37,37.9812315763458
US-MA-506,City,Boston,2019-12-15,2011-07-01,40,39.2007253507261
US-MA-506,City,Boston,2019-12-15,2011-08-01,40,38.2055056802795
US-MA-506,City,Boston,2019-12-15,2011-09-01,39,40.079203454243
US-MA-506,City,Boston,2019-12-15,2011-10-01,37,38.7962921954726
US-MA-506,City,Boston,2019-12-15,2011-11-01,34,40.7120599920832
US-MA-506,City,Boston,2019-12-15,2011-12-01,32,40.1994727127093
US-MA-506,City,Boston,2019-12-15,2012-01-01,40,36.299571089368
US-MA-506,City,Boston,2019-12-15,2012-02-01,44,40.7251086933521
US-MA-506,City,Boston,2019-12-15,2012-03-01,40,35.2608284461703
US-MA-506,City,Boston,2019-12-15,2012-04-01,38,34.7998633502576
US-MA-506,City,Boston,2019-12-15,2012-05-01,35,35.3252666271786
US-MA-506,City,Boston,2019-12-15,2012-06-01,35,35.8307115841818
US-MA-506,City,Boston,2019-12-15,2012-07-01,39,38.0858381267307
US-MA-506,City,Boston,2019-12-15,2012-08-01,34,32.3690573117042
US-MA-506,City,Boston,2019-12-15,2012-09-01,31,32.0059149878442
US-MA-506,City,Boston,2019-12-15,2012-10-01,25,26.4231974660474
US-MA-506,City,Boston,2019-12-15,2012-11-01,23,27.661485492902
US-MA-506,City,Boston,2019-12-15,2012-12-01,22,27.5237683783081
US-MA-506,City,Boston,2019-12-15,2013-01-01,34,30.8896052072407
US-MA-506,City,Boston,2019-12-15,2013-02-01,27,25.0200822800633
US-MA-506,City,Boston,2019-12-15,2013-03-01,29,25.5353224718596
US-MA-506,City,Boston,2019-12-15,2013-04-01,29,26.5111300413847
US-MA-506,City,Boston,2019-12-15,2013-05-01,25,25.1410688317624
US-MA-506,City,Boston,2019-12-15,2013-06-01,28,28.6280239643918
US-MA-506,City,Boston,2019-12-15,2013-07-01,29,28.3184189167386
US-MA-506,City,Boston,2019-12-15,2013-08-01,26,24.6677815930782
US-MA-506,City,Boston,2019-12-15,2013-09-01,25,25.9456194796583
US-MA-506,City,Boston,2019-12-15,2013-10-01,23,24.4322668090853
US-MA-506,City,Boston,2019-12-15,2013-11-01,22,26.5349229293528
US-MA-506,City,Boston,2019-12-15,2013-12-01,21,26.1545645500456
US-MA-506,City,Boston,2019-12-15,2014-01-01,27,24.6010610796286
US-MA-506,City,Boston,2019-12-15,2014-02-01,25,23.1391130679694
US-MA-506,City,Boston,2019-12-15,2014-03-01,28,24.5871794134632
US-MA-506,City,Boston,2019-12-15,2014-04-01,26,23.7210754029181
US-MA-506,City,Boston,2019-12-15,2014-05-01,24,24.020839550898
US-MA-506,City,Boston,2019-12-15,2014-06-01,21,21.4832026096728
US-MA-506,City,Boston,2019-12-15,2014-07-01,26,25.4736754829843
US-MA-506,City,Boston,2019-12-15,2014-08-01,23,21.7208915718646
US-MA-506,City,Boston,2019-12-15,2014-09-01,21,21.9238429894422
US-MA-506,City,Boston,2019-12-15,2014-10-01,21,22.3880121538515
US-MA-506,City,Boston,2019-12-15,2014-11-01,17,20.5816501943876
US-MA-506,City,Boston,2019-12-15,2014-12-01,17,21.0947939161038
US-MA-506,City,Boston,2019-12-15,2015-01-01,21,19.1870360767953
US-MA-506,City,Boston,2019-12-15,2015-02-01,19,17.5252512849649
US-MA-506,City,Boston,2019-12-15,2015-03-01,26,22.7817907219685
US-MA-506,City,Boston,2019-12-15,2015-04-01,24,21.8623537039142
US-MA-506,City,Boston,2019-12-15,2015-05-01,22,21.9308102977548
US-MA-506,City,Boston,2019-12-15,2015-06-01,20,20.4537868808413
US-MA-506,City,Boston,2019-12-15,2015-07-01,21,20.7076489562614
US-MA-506,City,Boston,2019-12-15,2015-08-01,21,19.7267999555662
US-MA-506,City,Boston,2019-12-15,2015-09-01,16,16.7830088331884
US-MA-506,City,Boston,2019-12-15,2015-10-01,18,19.2664739513675
US-MA-506,City,Boston,2019-12-15,2015-11-01,14,16.9852198026133
US-MA-506,City,Boston,2019-12-15,2015-12-01,16,19.7956129922576
US-MA-506,City,Boston,2019-12-15,2016-01-01,23,21.0399360486246
US-MA-506,City,Boston,2019-12-15,2016-02-01,24,21.986576805609
US-MA-506,City,Boston,2019-12-15,2016-03-01,23,20.1667944581082
US-MA-506,City,Boston,2019-12-15,2016-04-01,22,20.0507311622958
US-MA-506,City,Boston,2019-12-15,2016-05-01,21,20.8885982815204
US-MA-506,City,Boston,2019-12-15,2016-06-01,20,20.4510067677311
US-MA-506,City,Boston,2019-12-15,2016-07-01,17,16.8884493262917
US-MA-506,City,Boston,2019-12-15,2016-08-01,22,20.5514832127054
US-MA-506,City,Boston,2019-12-15,2016-09-01,20,21.0067496129624
US-MA-506,City,Boston,2019-12-15,2016-10-01,20,21.4996278212993
US-MA-506,City,Boston,2019-12-15,2016-11-01,17,20.60606527132
US-MA-506,City,Boston,2019-12-15,2016-12-01,18,22.2020409675892
US-MA-506,City,Boston,2019-12-15,2017-01-01,21,19.2531147242747
US-MA-506,City,Boston,2019-12-15,2017-02-01,22,20.0466800309146
US-MA-506,City,Boston,2019-12-15,2017-03-01,23,20.1965464036652
US-MA-506,City,Boston,2019-12-15,2017-04-01,21,19.1455467939529
US-MA-506,City,Boston,2019-12-15,2017-05-01,19,18.8962943118413
US-MA-506,City,Boston,2019-12-15,2017-06-01,17,17.3838050472935
US-MA-506,City,Boston,2019-12-15,2017-07-01,18,17.9384788091044
US-MA-506,City,Boston,2019-12-15,2017-08-01,19,17.6532926987889
US-MA-506,City,Boston,2019-12-15,2017-09-01,15,15.7771291221686
US-MA-506,City,Boston,2019-12-15,2017-10-01,16,17.2847827630973
US-MA-506,City,Boston,2019-12-15,2017-11-01,14,16.9473555562715
US-MA-506,City,Boston,2019-12-15,2017-12-01,12,14.7912246587403
US-MA-506,City,Boston,2019-12-15,2018-01-01,16,14.6876620065727
US-MA-506,City,Boston,2019-12-15,2018-02-01,18,16.3325509098202
US-MA-506,City,Boston,2019-12-15,2018-03-01,16,14.0815238567413
US-MA-506,City,Boston,2019-12-15,2018-04-01,17,15.5149428363323
US-MA-506,City,Boston,2019-12-15,2018-05-01,15,14.9154212760231
US-MA-506,City,Boston,2019-12-15,2018-06-01,15,15.3255518116965
US-MA-506,City,Boston,2019-12-15,2018-07-01,14,13.9868195520286
US-MA-506,City,Boston,2019-12-15,2018-08-01,17,15.7236172097394
US-MA-506,City,Boston,2019-12-15,2018-09-01,15,15.7674249555258
US-MA-506,City,Boston,2019-12-15,2018-10-01,12,13.0406253057633
US-MA-506,City,Boston,2019-12-15,2018-11-01,11,13.3094504351814
US-MA-506,City,Boston,2019-12-15,2018-12-01,13,15.9890406032056
US-MA-506,City,Boston,2019-12-15,2019-01-01,17,15.6076874090075
US-MA-506,City,Boston,2019-12-15,2019-02-01,17,15.3891633135833
US-MA-506,City,Boston,2019-12-15,2019-03-01,17,14.9712738970482
US-MA-506,City,Boston,2019-12-15,2019-04-01,16,14.6207192282279
US-MA-506,City,Boston,2019-12-15,2019-05-01,15,14.9193562853395
US-MA-506,City,Boston,2019-12-15,2019-06-01,15,15.3215776499903
US-MA-506,City,Boston,2019-12-15,2019-07-01,15,15.0006344652005
US-MA-506,City,Boston,2019-12-15,2019-08-01,18,16.6021493285459
US-MA-506,City,Boston,2019-12-15,2019-09-01,14,14.7327385861047
US-MA-506,City,Boston,2019-12-15,2019-10-01,13,14.1677777889536
US-MA-506,City,Boston,2019-12-15,2019-11-01,14,16.8972407660694
US-MA,State,MA,2019-12-15,2004-02-01,12,10.9928597508789
US-MA,State,MA,2019-12-15,2004-03-01,27,23.8994747485964
US-MA,State,MA,2019-12-15,2004-04-01,27,24.3699592221948
US-MA,State,MA,2019-12-15,2004-05-01,25,24.0394086469719
US-MA,State,MA,2019-12-15,2004-06-01,22,22.461854573969
US-MA,State,MA,2019-12-15,2004-07-01,36,36.3231589166202
US-MA,State,MA,2019-12-15,2004-08-01,25,23.6825207427632
US-MA,State,MA,2019-12-15,2004-09-01,22,23.3788203956477
US-MA,State,MA,2019-12-15,2004-10-01,18,19.8742983444127
US-MA,State,MA,2019-12-15,2004-11-01,12,14.2272562574661
US-MA,State,MA,2019-12-15,2004-12-01,20,24.2831550798633
US-MA,State,MA,2019-12-15,2005-01-01,23,21.0718623177511
US-MA,State,MA,2019-12-15,2005-02-01,17,15.5710917856207
US-MA,State,MA,2019-12-15,2005-03-01,22,19.4731283696607
US-MA,State,MA,2019-12-15,2005-04-01,25,22.5664368863866
US-MA,State,MA,2019-12-15,2005-05-01,31,29.8147989200748
US-MA,State,MA,2019-12-15,2005-06-01,24,24.5040513320967
US-MA,State,MA,2019-12-15,2005-07-01,21,21.1889370369859
US-MA,State,MA,2019-12-15,2005-08-01,18,17.0512262138403
US-MA,State,MA,2019-12-15,2005-09-01,17,18.0659572917339
US-MA,State,MA,2019-12-15,2005-10-01,17,18.7666400509309
US-MA,State,MA,2019-12-15,2005-11-01,13,15.4110254865604
US-MA,State,MA,2019-12-15,2005-12-01,14,17.0004782090492
US-MA,State,MA,2019-12-15,2006-01-01,22,20.1557532669154
US-MA,State,MA,2019-12-15,2006-02-01,20,18.3095151643867
US-MA,State,MA,2019-12-15,2006-03-01,18,15.9295055357314
US-MA,State,MA,2019-12-15,2006-04-01,21,18.9605302466929
US-MA,State,MA,2019-12-15,2006-05-01,31,29.8360604597331
US-MA,State,MA,2019-12-15,2006-06-01,28,28.5959007144235
US-MA,State,MA,2019-12-15,2006-07-01,24,24.2167198593815
US-MA,State,MA,2019-12-15,2006-08-01,34,32.2047765556177
US-MA,State,MA,2019-12-15,2006-09-01,32,34.0075085612191
US-MA,State,MA,2019-12-15,2006-10-01,23,25.3807142678814
US-MA,State,MA,2019-12-15,2006-11-01,26,30.8108460835609
US-MA,State,MA,2019-12-15,2006-12-01,28,34.0048283992248
US-MA,State,MA,2019-12-15,2007-01-01,43,39.4030519964223
US-MA,State,MA,2019-12-15,2007-02-01,35,32.0193072170617
US-MA,State,MA,2019-12-15,2007-03-01,55,48.6628947275053
US-MA,State,MA,2019-12-15,2007-04-01,49,44.258972603501
US-MA,State,MA,2019-12-15,2007-05-01,43,41.4234992713465
US-MA,State,MA,2019-12-15,2007-06-01,35,35.7528507405584
US-MA,State,MA,2019-12-15,2007-07-01,43,43.3799101225735
US-MA,State,MA,2019-12-15,2007-08-01,57,53.9885595767498
US-MA,State,MA,2019-12-15,2007-09-01,55,58.4613295680567
US-MA,State,MA,2019-12-15,2007-10-01,46,50.7292385413817
US-MA,State,MA,2019-12-15,2007-11-01,46,54.4832085857057
US-MA,State,MA,2019-12-15,2007-12-01,41,49.7944208337858
US-MA,State,MA,2019-12-15,2008-01-01,63,57.7520470340959
US-MA,State,MA,2019-12-15,2008-02-01,75,68.5611068544957
US-MA,State,MA,2019-12-15,2008-03-01,75,66.3610704481704
US-MA,State,MA,2019-12-15,2008-04-01,72,65.070888079111
US-MA,State,MA,2019-12-15,2008-05-01,64,61.7080692107574
US-MA,State,MA,2019-12-15,2008-06-01,62,63.330180140265
US-MA,State,MA,2019-12-15,2008-07-01,67,67.5670687125043
US-MA,State,MA,2019-12-15,2008-08-01,66,62.5184790541669
US-MA,State,MA,2019-12-15,2008-09-01,73,77.6301443090486
US-MA,State,MA,2019-12-15,2008-10-01,76,83.7539859166272
US-MA,State,MA,2019-12-15,2008-11-01,67,79.3137768276988
US-MA,State,MA,2019-12-15,2008-12-01,65,78.9341415120597
US-MA,State,MA,2019-12-15,2009-01-01,80,73.3644743789648
US-MA,State,MA,2019-12-15,2009-02-01,100,91.3601652505174
US-MA,State,MA,2019-12-15,2009-03-01,83,73.4557285703379
US-MA,State,MA,2019-12-15,2009-04-01,68,61.4893843193688
US-MA,State,MA,2019-12-15,2009-05-01,60,57.8916686122057
US-MA,State,MA,2019-12-15,2009-06-01,60,61.2690937108202
US-MA,State,MA,2019-12-15,2009-07-01,62,62.4955195006339
US-MA,State,MA,2019-12-15,2009-08-01,65,61.5705782279686
US-MA,State,MA,2019-12-15,2009-09-01,46,48.9435635755276
US-MA,State,MA,2019-12-15,2009-10-01,52,57.2747480291757
US-MA,State,MA,2019-12-15,2009-11-01,44,52.0650550983032
US-MA,State,MA,2019-12-15,2009-12-01,40,48.5714896247096
US-MA,State,MA,2019-12-15,2010-01-01,50,45.8712580246256
US-MA,State,MA,2019-12-15,2010-02-01,53,48.4100724191569
US-MA,State,MA,2019-12-15,2010-03-01,51,45.148969503783
US-MA,State,MA,2019-12-15,2010-04-01,53,47.9472629445803
US-MA,State,MA,2019-12-15,2010-05-01,41,39.57618918472
US-MA,State,MA,2019-12-15,2010-06-01,49,50.0195734437062
US-MA,State,MA,2019-12-15,2010-07-01,50,50.3786987640382
US-MA,State,MA,2019-12-15,2010-08-01,49,46.4128803838905
US-MA,State,MA,2019-12-15,2010-09-01,45,47.8982259002124
US-MA,State,MA,2019-12-15,2010-10-01,60,66.0680001984385
US-MA,State,MA,2019-12-15,2010-11-01,42,49.6787360613541
US-MA,State,MA,2019-12-15,2010-12-01,34,41.2782977796691
US-MA,State,MA,2019-12-15,2011-01-01,50,45.884505829924
US-MA,State,MA,2019-12-15,2011-02-01,45,41.0958041655248
US-MA,State,MA,2019-12-15,2011-03-01,42,37.1877009065392
US-MA,State,MA,2019-12-15,2011-04-01,39,35.2930626940387
US-MA,State,MA,2019-12-15,2011-05-01,41,39.5822039615959
US-MA,State,MA,2019-12-15,2011-06-01,40,40.8212200032042
US-MA,State,MA,2019-12-15,2011-07-01,42,42.3067195017258
US-MA,State,MA,2019-12-15,2011-08-01,41,38.8356199917169
US-MA,State,MA,2019-12-15,2011-09-01,38,40.4647915826394
US-MA,State,MA,2019-12-15,2011-10-01,36,39.6497660739139
US-MA,State,MA,2019-12-15,2011-11-01,38,44.9394259270201
US-MA,State,MA,2019-12-15,2011-12-01,34,41.2684041696893
US-MA,State,MA,2019-12-15,2012-01-01,40,36.7174837414516
US-MA,State,MA,2019-12-15,2012-02-01,43,39.2602700330894
US-MA,State,MA,2019-12-15,2012-03-01,39,34.528348276034
US-MA,State,MA,2019-12-15,2012-04-01,37,33.4848823485935
US-MA,State,MA,2019-12-15,2012-05-01,35,33.7882383859901
US-MA,State,MA,2019-12-15,2012-06-01,35,35.7100874345392
US-MA,State,MA,2019-12-15,2012-07-01,32,32.226955952059
US-MA,State,MA,2019-12-15,2012-08-01,30,28.4135597827999
US-MA,State,MA,2019-12-15,2012-09-01,29,30.8952112326171
US-MA,State,MA,2019-12-15,2012-10-01,27,29.7500154831898
US-MA,State,MA,2019-12-15,2012-11-01,23,27.2006749173129
US-MA,State,MA,2019-12-15,2012-12-01,22,26.6979360965732
US-MA,State,MA,2019-12-15,2013-01-01,32,29.3838294258048
US-MA,State,MA,2019-12-15,2013-02-01,27,24.646764427243
US-MA,State,MA,2019-12-15,2013-03-01,31,27.441326536189
US-MA,State,MA,2019-12-15,2013-04-01,30,27.1487749695702
US-MA,State,MA,2019-12-15,2013-05-01,24,23.1666576799498
US-MA,State,MA,2019-12-15,2013-06-01,24,24.4830724948106
US-MA,State,MA,2019-12-15,2013-07-01,26,26.1802975592693
US-MA,State,MA,2019-12-15,2013-08-01,25,23.6721293643645
US-MA,State,MA,2019-12-15,2013-09-01,23,24.5148936376387
US-MA,State,MA,2019-12-15,2013-10-01,22,24.2511115866757
US-MA,State,MA,2019-12-15,2013-11-01,20,23.6529747909898
US-MA,State,MA,2019-12-15,2013-12-01,19,23.0518604568285
US-MA,State,MA,2019-12-15,2014-01-01,27,24.803021827321
US-MA,State,MA,2019-12-15,2014-02-01,25,22.8148697740543
US-MA,State,MA,2019-12-15,2014-03-01,27,23.8979924669693
US-MA,State,MA,2019-12-15,2014-04-01,24,21.7182880083054
US-MA,State,MA,2019-12-15,2014-05-01,26,25.0931626290342
US-MA,State,MA,2019-12-15,2014-06-01,21,21.4189617639142
US-MA,State,MA,2019-12-15,2014-07-01,23,23.157907649312
US-MA,State,MA,2019-12-15,2014-08-01,23,21.7712649955311
US-MA,State,MA,2019-12-15,2014-09-01,19,20.261176015506
US-MA,State,MA,2019-12-15,2014-10-01,19,20.953472165652
US-MA,State,MA,2019-12-15,2014-11-01,17,20.1042263089374
US-MA,State,MA,2019-12-15,2014-12-01,18,21.8331956285589
US-MA,State,MA,2019-12-15,2015-01-01,20,18.3814237725958
US-MA,State,MA,2019-12-15,2015-02-01,20,18.2450397551239
US-MA,State,MA,2019-12-15,2015-03-01,24,21.2424642141704
US-MA,State,MA,2019-12-15,2015-04-01,24,21.7179490924975
US-MA,State,MA,2019-12-15,2015-05-01,23,22.1970752836362
US-MA,State,MA,2019-12-15,2015-06-01,20,20.3948154697901
US-MA,State,MA,2019-12-15,2015-07-01,19,19.1305369609009
US-MA,State,MA,2019-12-15,2015-08-01,22,20.8182402684895
US-MA,State,MA,2019-12-15,2015-09-01,17,18.135339049833
US-MA,State,MA,2019-12-15,2015-10-01,16,17.6516891188088
US-MA,State,MA,2019-12-15,2015-11-01,17,20.1025171385252
US-MA,State,MA,2019-12-15,2015-12-01,17,20.6160979269774
US-MA,State,MA,2019-12-15,2016-01-01,21,19.3071295681472
US-MA,State,MA,2019-12-15,2016-02-01,25,22.7957349183468
US-MA,State,MA,2019-12-15,2016-03-01,24,21.2443829862512
US-MA,State,MA,2019-12-15,2016-04-01,21,19.0037976805059
US-MA,State,MA,2019-12-15,2016-05-01,21,20.2701654575612
US-MA,State,MA,2019-12-15,2016-06-01,21,21.411162965805
US-MA,State,MA,2019-12-15,2016-07-01,18,18.1225174909125
US-MA,State,MA,2019-12-15,2016-08-01,21,19.8665199341247
US-MA,State,MA,2019-12-15,2016-09-01,19,20.2735844554081
US-MA,State,MA,2019-12-15,2016-10-01,20,22.0702846822902
US-MA,State,MA,2019-12-15,2016-11-01,18,21.2830064196284
US-MA,State,MA,2019-12-15,2016-12-01,19,23.0397408723831
US-MA,State,MA,2019-12-15,2017-01-01,21,19.3116337858595
US-MA,State,MA,2019-12-15,2017-02-01,23,20.9648995828091
US-MA,State,MA,2019-12-15,2017-03-01,23,20.3631256993807
US-MA,State,MA,2019-12-15,2017-04-01,21,19.0033929866057
US-MA,State,MA,2019-12-15,2017-05-01,18,17.3770063126539
US-MA,State,MA,2019-12-15,2017-06-01,17,17.3301930594842
US-MA,State,MA,2019-12-15,2017-07-01,19,19.1251464696367
US-MA,State,MA,2019-12-15,2017-08-01,20,18.9153104588065
US-MA,State,MA,2019-12-15,2017-09-01,16,17.0752437858187
US-MA,State,MA,2019-12-15,2017-10-01,15,16.5573567078578
US-MA,State,MA,2019-12-15,2017-11-01,14,16.553057179997
US-MA,State,MA,2019-12-15,2017-12-01,14,16.9785847235789
US-MA,State,MA,2019-12-15,2018-01-01,17,15.6357552080346
US-MA,State,MA,2019-12-15,2018-02-01,18,16.4040426683838
US-MA,State,MA,2019-12-15,2018-03-01,16,14.1685624327317
US-MA,State,MA,2019-12-15,2018-04-01,18,16.2876661122267
US-MA,State,MA,2019-12-15,2018-05-01,16,15.4466466309448
US-MA,State,MA,2019-12-15,2018-06-01,16,16.3075439631979
US-MA,State,MA,2019-12-15,2018-07-01,17,17.1087532670086
US-MA,State,MA,2019-12-15,2018-08-01,18,17.0205884501103
US-MA,State,MA,2019-12-15,2018-09-01,16,17.0779732542268
US-MA,State,MA,2019-12-15,2018-10-01,14,15.4574277343976
US-MA,State,MA,2019-12-15,2018-11-01,13,15.3698769065413
US-MA,State,MA,2019-12-15,2018-12-01,12,14.55518499384
US-MA,State,MA,2019-12-15,2019-01-01,17,15.6367079870873
US-MA,State,MA,2019-12-15,2019-02-01,19,17.3128923185568
US-MA,State,MA,2019-12-15,2019-03-01,18,15.9405741923119
US-MA,State,MA,2019-12-15,2019-04-01,18,16.2868030378128
US-MA,State,MA,2019-12-15,2019-05-01,17,16.4114170229993
US-MA,State,MA,2019-12-15,2019-06-01,17,17.3240765137083
US-MA,State,MA,2019-12-15,2019-07-01,16,16.1014052676904
US-MA,State,MA,2019-12-15,2019-08-01,17,16.0741978189865
US-MA,State,MA,2019-12-15,2019-09-01,13,13.8783589450815
US-MA,State,MA,2019-12-15,2019-10-01,13,14.3556615593098
US-MA,State,MA,2019-12-15,2019-11-01,14,16.5507773878505
US-MD,State,MD,2019-12-15,2004-02-01,30,26.7830004175337
US-MD,State,MD,2019-12-15,2004-03-01,34,26.3892966219743
US-MD,State,MD,2019-12-15,2004-04-01,23,24.4258286607674
US-MD,State,MD,2019-12-15,2004-05-01,21,22.1342993840007
US-MD,State,MD,2019-12-15,2004-06-01,32,30.0070029551733
US-MD,State,MD,2019-12-15,2004-07-01,39,32.0378916460794
US-MD,State,MD,2019-12-15,2004-08-01,41,33.9566085251152
US-MD,State,MD,2019-12-15,2004-09-01,23,24.7917106794425
US-MD,State,MD,2019-12-15,2004-10-01,17,20.1755438267461
US-MD,State,MD,2019-12-15,2004-11-01,40,50.1539923820826
US-MD,State,MD,2019-12-15,2004-12-01,18,24.5090023738002
US-MD,State,MD,2019-12-15,2005-01-01,20,20.1087940507331
US-MD,State,MD,2019-12-15,2005-02-01,35,31.4497530822067
US-MD,State,MD,2019-12-15,2005-03-01,40,31.1696991549301
US-MD,State,MD,2019-12-15,2005-04-01,28,29.6240699146043
US-MD,State,MD,2019-12-15,2005-05-01,27,28.1052332266322
US-MD,State,MD,2019-12-15,2005-06-01,30,28.4543339846855
US-MD,State,MD,2019-12-15,2005-07-01,35,29.2633382257309
US-MD,State,MD,2019-12-15,2005-08-01,28,23.5722638538921
US-MD,State,MD,2019-12-15,2005-09-01,28,30.113573979372
US-MD,State,MD,2019-12-15,2005-10-01,22,25.5269930383222
US-MD,State,MD,2019-12-15,2005-11-01,17,21.033627923584
US-MD,State,MD,2019-12-15,2005-12-01,19,25.672845788108
US-MD,State,MD,2019-12-15,2006-01-01,31,30.619932533622
US-MD,State,MD,2019-12-15,2006-02-01,25,22.7531093702654
US-MD,State,MD,2019-12-15,2006-03-01,34,26.904010689523
US-MD,State,MD,2019-12-15,2006-04-01,19,20.0233964631411
US-MD,State,MD,2019-12-15,2006-05-01,24,24.6506391847251
US-MD,State,MD,2019-12-15,2006-06-01,28,27.0818188748238
US-MD,State,MD,2019-12-15,2006-07-01,32,27.5022379084911
US-MD,State,MD,2019-12-15,2006-08-01,38,32.6483029667011
US-MD,State,MD,2019-12-15,2006-09-01,27,29.1391398465337
US-MD,State,MD,2019-12-15,2006-10-01,17,19.1655749202058
US-MD,State,MD,2019-12-15,2006-11-01,29,35.0668912814625
US-MD,State,MD,2019-12-15,2006-12-01,22,29.3762259379035
US-MD,State,MD,2019-12-15,2007-01-01,36,35.0351781988782
US-MD,State,MD,2019-12-15,2007-02-01,38,34.8936071835797
US-MD,State,MD,2019-12-15,2007-03-01,52,42.0159954207095
US-MD,State,MD,2019-12-15,2007-04-01,42,43.5393057490812
US-MD,State,MD,2019-12-15,2007-05-01,54,54.765307558373
US-MD,State,MD,2019-12-15,2007-06-01,43,42.3360948873485
US-MD,State,MD,2019-12-15,2007-07-01,56,49.5860245610541
US-MD,State,MD,2019-12-15,2007-08-01,60,52.8656090186976
US-MD,State,MD,2019-12-15,2007-09-01,50,54.3039518697044
US-MD,State,MD,2019-12-15,2007-10-01,52,56.9849505190003
US-MD,State,MD,2019-12-15,2007-11-01,64,75.9529117993033
US-MD,State,MD,2019-12-15,2007-12-01,48,62.7741899995464
US-MD,State,MD,2019-12-15,2008-01-01,77,74.1704365233084
US-MD,State,MD,2019-12-15,2008-02-01,78,71.7529370535741
US-MD,State,MD,2019-12-15,2008-03-01,88,72.9028043186155
US-MD,State,MD,2019-12-15,2008-04-01,82,83.5311827014436
US-MD,State,MD,2019-12-15,2008-05-01,65,65.466875870444
US-MD,State,MD,2019-12-15,2008-06-01,76,75.7062240783009
US-MD,State,MD,2019-12-15,2008-07-01,80,72.7273510757246
US-MD,State,MD,2019-12-15,2008-08-01,78,70.410074504929
US-MD,State,MD,2019-12-15,2008-09-01,69,75.0366753269216
US-MD,State,MD,2019-12-15,2008-10-01,91,97.1510007768502
US-MD,State,MD,2019-12-15,2008-11-01,76,89.7899691683554
US-MD,State,MD,2019-12-15,2008-12-01,76,97.2720907375017
US-MD,State,MD,2019-12-15,2009-01-01,77,73.5623454578596
US-MD,State,MD,2019-12-15,2009-02-01,100,92.4244840620605
US-MD,State,MD,2019-12-15,2009-03-01,87,73.8777466551059
US-MD,State,MD,2019-12-15,2009-04-01,79,79.5911226054876
US-MD,State,MD,2019-12-15,2009-05-01,73,72.6651524001437
US-MD,State,MD,2019-12-15,2009-06-01,64,63.9424381640547
US-MD,State,MD,2019-12-15,2009-07-01,64,59.1475106110686
US-MD,State,MD,2019-12-15,2009-08-01,65,59.4700760050966
US-MD,State,MD,2019-12-15,2009-09-01,57,61.6911302475948
US-MD,State,MD,2019-12-15,2009-10-01,59,61.8849722879692
US-MD,State,MD,2019-12-15,2009-11-01,49,58.2120658199628
US-MD,State,MD,2019-12-15,2009-12-01,55,69.8121653474529
US-MD,State,MD,2019-12-15,2010-01-01,73,69.3849360530347
US-MD,State,MD,2019-12-15,2010-02-01,52,48.5423897605035
US-MD,State,MD,2019-12-15,2010-03-01,67,58.2729103978069
US-MD,State,MD,2019-12-15,2010-04-01,62,62.286573432146
US-MD,State,MD,2019-12-15,2010-05-01,61,59.8168543358743
US-MD,State,MD,2019-12-15,2010-06-01,57,56.7001115386571
