geo,geo.type,geo.description,download.date,date,mdri,mdri.seas.adj
US-AL,State,AL,2019-12-15,2004-02-01,25,22.5137329614507
US-AL,State,AL,2019-12-15,2004-03-01,29,22.0473431685407
US-AL,State,AL,2019-12-15,2004-04-01,21,20.1486965271828
US-AL,State,AL,2019-12-15,2004-05-01,28,23.1232490273515
US-AL,State,AL,2019-12-15,2004-06-01,16,13.4873145542283
US-AL,State,AL,2019-12-15,2004-07-01,50,43.8232391837693
US-AL,State,AL,2019-12-15,2004-08-01,36,32.6741653421191
US-AL,State,AL,2019-12-15,2004-09-01,32,34.0285919360137
US-AL,State,AL,2019-12-15,2004-10-01,27,31.3730488797134
US-AL,State,AL,2019-12-15,2004-11-01,28,38.8498293650365
US-AL,State,AL,2019-12-15,2004-12-01,11,21.7967043364645
US-AL,State,AL,2019-12-15,2005-01-01,29,27.9676272337327
US-AL,State,AL,2019-12-15,2005-02-01,42,39.6321496791797
US-AL,State,AL,2019-12-15,2005-03-01,42,35.121091354758
US-AL,State,AL,2019-12-15,2005-04-01,35,34.1576544394451
US-AL,State,AL,2019-12-15,2005-05-01,44,39.2985331527656
US-AL,State,AL,2019-12-15,2005-06-01,41,38.3174892550132
US-AL,State,AL,2019-12-15,2005-07-01,38,32.0677593167101
US-AL,State,AL,2019-12-15,2005-08-01,50,46.6546551222508
US-AL,State,AL,2019-12-15,2005-09-01,23,24.8864689134609
US-AL,State,AL,2019-12-15,2005-10-01,32,36.2498791023876
US-AL,State,AL,2019-12-15,2005-11-01,15,25.9249231801478
US-AL,State,AL,2019-12-15,2005-12-01,34,44.4256111986421
US-AL,State,AL,2019-12-15,2006-01-01,34,32.7397545800424
US-AL,State,AL,2019-12-15,2006-02-01,27,24.8427918578456
US-AL,State,AL,2019-12-15,2006-03-01,39,32.232049197053
US-AL,State,AL,2019-12-15,2006-04-01,34,33.1768778692179
US-AL,State,AL,2019-12-15,2006-05-01,35,30.6392238962538
US-AL,State,AL,2019-12-15,2006-06-01,32,29.1957599639292
US-AL,State,AL,2019-12-15,2006-07-01,39,33.3349718334861
US-AL,State,AL,2019-12-15,2006-08-01,37,33.975886746523
US-AL,State,AL,2019-12-15,2006-09-01,36,37.5257382239983
US-AL,State,AL,2019-12-15,2006-10-01,24,28.1232100557818
US-AL,State,AL,2019-12-15,2006-11-01,19,29.7951467171067
US-AL,State,AL,2019-12-15,2006-12-01,28,38.2940513785797
US-AL,State,AL,2019-12-15,2007-01-01,38,36.4621472500267
US-AL,State,AL,2019-12-15,2007-02-01,33,30.8298000472052
US-AL,State,AL,2019-12-15,2007-03-01,46,39.3537657816056
US-AL,State,AL,2019-12-15,2007-04-01,42,41.2338475549053
US-AL,State,AL,2019-12-15,2007-05-01,46,41.9873072927818
US-AL,State,AL,2019-12-15,2007-06-01,55,52.1087816599726
US-AL,State,AL,2019-12-15,2007-07-01,42,36.5495659411197
US-AL,State,AL,2019-12-15,2007-08-01,48,45.4482217615677
US-AL,State,AL,2019-12-15,2007-09-01,50,51.2518127208499
US-AL,State,AL,2019-12-15,2007-10-01,46,49.8785512826329
US-AL,State,AL,2019-12-15,2007-11-01,45,55.5201890682616
US-AL,State,AL,2019-12-15,2007-12-01,40,50.3347273212069
US-AL,State,AL,2019-12-15,2008-01-01,57,55.2093549990685
US-AL,State,AL,2019-12-15,2008-02-01,52,49.5265504834422
US-AL,State,AL,2019-12-15,2008-03-01,69,62.5565887768206
US-AL,State,AL,2019-12-15,2008-04-01,55,54.3173311664829
US-AL,State,AL,2019-12-15,2008-05-01,59,55.3249051162224
US-AL,State,AL,2019-12-15,2008-06-01,53,50.1860499168748
US-AL,State,AL,2019-12-15,2008-07-01,84,78.5355719517246
US-AL,State,AL,2019-12-15,2008-08-01,58,55.8840363308648
US-AL,State,AL,2019-12-15,2008-09-01,60,61.129612399023
US-AL,State,AL,2019-12-15,2008-10-01,61,64.6479112346347
US-AL,State,AL,2019-12-15,2008-11-01,55,65.3884037562249
US-AL,State,AL,2019-12-15,2008-12-01,74,84.3434458691967
US-AL,State,AL,2019-12-15,2009-01-01,85,82.9847390659773
US-AL,State,AL,2019-12-15,2009-02-01,98,95.1042540654993
US-AL,State,AL,2019-12-15,2009-03-01,100,94.0239218483916
US-AL,State,AL,2019-12-15,2009-04-01,83,82.3087185562708
US-AL,State,AL,2019-12-15,2009-05-01,76,72.653617551813
US-AL,State,AL,2019-12-15,2009-06-01,68,65.0984968148279
US-AL,State,AL,2019-12-15,2009-07-01,70,64.3714711563681
US-AL,State,AL,2019-12-15,2009-08-01,63,61.1673358140919
US-AL,State,AL,2019-12-15,2009-09-01,66,67.0792771553642
US-AL,State,AL,2019-12-15,2009-10-01,61,64.5335464543884
US-AL,State,AL,2019-12-15,2009-11-01,52,62.4069965839168
US-AL,State,AL,2019-12-15,2009-12-01,47,57.2180181569511
US-AL,State,AL,2019-12-15,2010-01-01,64,61.6604569274216
US-AL,State,AL,2019-12-15,2010-02-01,63,59.8508394106927
US-AL,State,AL,2019-12-15,2010-03-01,67,61.7577437278403
US-AL,State,AL,2019-12-15,2010-04-01,64,63.183373967281
US-AL,State,AL,2019-12-15,2010-05-01,54,51.0640548690079
US-AL,State,AL,2019-12-15,2010-06-01,64,60.9313974381541
US-AL,State,AL,2019-12-15,2010-07-01,88,82.2103915188912
US-AL,State,AL,2019-12-15,2010-08-01,68,66.2320892867366
US-AL,State,AL,2019-12-15,2010-09-01,76,77.1315464656764
US-AL,State,AL,2019-12-15,2010-10-01,77,80.5298213972609
US-AL,State,AL,2019-12-15,2010-11-01,54,64.3646723228719
US-AL,State,AL,2019-12-15,2010-12-01,65,74.9466146184683
US-AL,State,AL,2019-12-15,2011-01-01,74,71.2952446941624
US-AL,State,AL,2019-12-15,2011-02-01,77,73.6587485925784
US-AL,State,AL,2019-12-15,2011-03-01,69,64.5467695305821
US-AL,State,AL,2019-12-15,2011-04-01,64,63.066826362964
US-AL,State,AL,2019-12-15,2011-05-01,68,65.2823486211379
US-AL,State,AL,2019-12-15,2011-06-01,67,63.7960630814901
US-AL,State,AL,2019-12-15,2011-07-01,78,72.2889139431692
US-AL,State,AL,2019-12-15,2011-08-01,81,79.1498159571869
US-AL,State,AL,2019-12-15,2011-09-01,64,65.300366579449
US-AL,State,AL,2019-12-15,2011-10-01,62,65.7481483825244
US-AL,State,AL,2019-12-15,2011-11-01,56,66.1067047511517
US-AL,State,AL,2019-12-15,2011-12-01,50,59.6795885878797
US-AL,State,AL,2019-12-15,2012-01-01,75,72.0036838011259
US-AL,State,AL,2019-12-15,2012-02-01,70,66.5662615521362
US-AL,State,AL,2019-12-15,2012-03-01,67,63.1922937485018
US-AL,State,AL,2019-12-15,2012-04-01,63,61.791051567305
US-AL,State,AL,2019-12-15,2012-05-01,66,63.3400636872593
US-AL,State,AL,2019-12-15,2012-06-01,65,61.5607054961464
US-AL,State,AL,2019-12-15,2012-07-01,64,58.5481712747058
US-AL,State,AL,2019-12-15,2012-08-01,56,54.2976546694616
US-AL,State,AL,2019-12-15,2012-09-01,51,52.4219170775543
US-AL,State,AL,2019-12-15,2012-10-01,44,47.9523204697814
US-AL,State,AL,2019-12-15,2012-11-01,40,49.7535863017995
US-AL,State,AL,2019-12-15,2012-12-01,40,49.2631105522704
US-AL,State,AL,2019-12-15,2013-01-01,52,48.9106307385801
US-AL,State,AL,2019-12-15,2013-02-01,54,50.5981464917052
US-AL,State,AL,2019-12-15,2013-03-01,49,45.7900980376668
US-AL,State,AL,2019-12-15,2013-04-01,54,52.5183103285238
US-AL,State,AL,2019-12-15,2013-05-01,50,47.4644874804244
US-AL,State,AL,2019-12-15,2013-06-01,51,47.3737198027053
US-AL,State,AL,2019-12-15,2013-07-01,49,43.8588151468711
US-AL,State,AL,2019-12-15,2013-08-01,42,40.453423468498
US-AL,State,AL,2019-12-15,2013-09-01,42,43.4522549069366
US-AL,State,AL,2019-12-15,2013-10-01,35,38.9541514777934
US-AL,State,AL,2019-12-15,2013-11-01,33,42.328924417886
US-AL,State,AL,2019-12-15,2013-12-01,33,41.7480676817319
US-AL,State,AL,2019-12-15,2014-01-01,44,40.8544190096396
US-AL,State,AL,2019-12-15,2014-02-01,45,41.7195927714338
US-AL,State,AL,2019-12-15,2014-03-01,40,37.3212914468938
US-AL,State,AL,2019-12-15,2014-04-01,43,41.4318880876454
US-AL,State,AL,2019-12-15,2014-05-01,43,40.6808843877572
US-AL,State,AL,2019-12-15,2014-06-01,40,36.2588455216383
US-AL,State,AL,2019-12-15,2014-07-01,43,38.1687328295398
US-AL,State,AL,2019-12-15,2014-08-01,42,40.5311079139813
US-AL,State,AL,2019-12-15,2014-09-01,37,38.4876896155699
US-AL,State,AL,2019-12-15,2014-10-01,29,32.7802371606433
US-AL,State,AL,2019-12-15,2014-11-01,28,36.9036712460718
US-AL,State,AL,2019-12-15,2014-12-01,31,39.2604823959575
US-AL,State,AL,2019-12-15,2015-01-01,42,38.8212284500988
US-AL,State,AL,2019-12-15,2015-02-01,33,29.8512984375929
US-AL,State,AL,2019-12-15,2015-03-01,33,30.7307635346905
US-AL,State,AL,2019-12-15,2015-04-01,35,33.4425836053204
US-AL,State,AL,2019-12-15,2015-05-01,34,31.9378488599673
US-AL,State,AL,2019-12-15,2015-06-01,46,42.1708201474391
US-AL,State,AL,2019-12-15,2015-07-01,36,31.45812965908
US-AL,State,AL,2019-12-15,2015-08-01,34,32.6570236196331
US-AL,State,AL,2019-12-15,2015-09-01,29,30.5403649213234
US-AL,State,AL,2019-12-15,2015-10-01,34,37.5025646399112
US-AL,State,AL,2019-12-15,2015-11-01,26,34.5097566694935
US-AL,State,AL,2019-12-15,2015-12-01,27,34.8849101402428
US-AL,State,AL,2019-12-15,2016-01-01,35,31.867407904636
US-AL,State,AL,2019-12-15,2016-02-01,40,36.8753697123861
US-AL,State,AL,2019-12-15,2016-03-01,34,31.9893018979726
US-AL,State,AL,2019-12-15,2016-04-01,38,36.4673358519173
US-AL,State,AL,2019-12-15,2016-05-01,34,32.1400888054171
US-AL,State,AL,2019-12-15,2016-06-01,32,28.2567097895379
US-AL,State,AL,2019-12-15,2016-07-01,30,25.6293685023377
US-AL,State,AL,2019-12-15,2016-08-01,28,26.7379404853347
US-AL,State,AL,2019-12-15,2016-09-01,28,29.5073122608905
US-AL,State,AL,2019-12-15,2016-10-01,29,32.3208460982256
US-AL,State,AL,2019-12-15,2016-11-01,23,31.1672732147412
US-AL,State,AL,2019-12-15,2016-12-01,22,29.5909514220824
US-AL,State,AL,2019-12-15,2017-01-01,30,26.8995031693298
US-AL,State,AL,2019-12-15,2017-02-01,30,26.9636563478428
US-AL,State,AL,2019-12-15,2017-03-01,28,26.1919664259279
US-AL,State,AL,2019-12-15,2017-04-01,29,27.6087193395133
US-AL,State,AL,2019-12-15,2017-05-01,28,26.3240230494762
US-AL,State,AL,2019-12-15,2017-06-01,34,30.3490586097489
US-AL,State,AL,2019-12-15,2017-07-01,33,28.6384208088793
US-AL,State,AL,2019-12-15,2017-08-01,30,28.7137949946948
US-AL,State,AL,2019-12-15,2017-09-01,25,26.423175056393
US-AL,State,AL,2019-12-15,2017-10-01,27,30.2732138214512
US-AL,State,AL,2019-12-15,2017-11-01,22,29.9083754998968
US-AL,State,AL,2019-12-15,2017-12-01,25,32.3705626045473
US-AL,State,AL,2019-12-15,2018-01-01,32,28.8824539704556
US-AL,State,AL,2019-12-15,2018-02-01,29,26.0318601520465
US-AL,State,AL,2019-12-15,2018-03-01,27,25.3130148738851
US-AL,State,AL,2019-12-15,2018-04-01,26,24.7502845337223
US-AL,State,AL,2019-12-15,2018-05-01,28,26.458684875241
US-AL,State,AL,2019-12-15,2018-06-01,29,25.4707544894812
US-AL,State,AL,2019-12-15,2018-07-01,32,27.6325742065063
US-AL,State,AL,2019-12-15,2018-08-01,27,25.674885552985
US-AL,State,AL,2019-12-15,2018-09-01,26,27.3042528561979
US-AL,State,AL,2019-12-15,2018-10-01,21,24.3031921478897
US-AL,State,AL,2019-12-15,2018-11-01,18,25.7276628093267
US-AL,State,AL,2019-12-15,2018-12-01,18,25.2876550719164
US-AL,State,AL,2019-12-15,2019-01-01,27,23.8777190693865
US-AL,State,AL,2019-12-15,2019-02-01,27,24.0419920552612
US-AL,State,AL,2019-12-15,2019-03-01,25,23.3511926191454
US-AL,State,AL,2019-12-15,2019-04-01,24,22.8104267754996
US-AL,State,AL,2019-12-15,2019-05-01,23,21.5476796931556
US-AL,State,AL,2019-12-15,2019-06-01,25,21.5649228096543
US-AL,State,AL,2019-12-15,2019-07-01,27,22.6643160219514
US-AL,State,AL,2019-12-15,2019-08-01,26,24.6471009079645
US-AL,State,AL,2019-12-15,2019-09-01,24,25.2363835028333
US-AL,State,AL,2019-12-15,2019-10-01,20,23.3263278151
US-AL,State,AL,2019-12-15,2019-11-01,19,26.6136395557183
US-AR,State,AR,2019-12-15,2004-02-01,40,32.2277703988025
US-AR,State,AR,2019-12-15,2004-03-01,56,51.8849750539999
US-AR,State,AR,2019-12-15,2004-04-01,27,26.1607527091126
US-AR,State,AR,2019-12-15,2004-05-01,27,28.0535808879903
US-AR,State,AR,2019-12-15,2004-06-01,69,46.5547212960425
US-AR,State,AR,2019-12-15,2004-07-01,28,37.0547888674407
US-AR,State,AR,2019-12-15,2004-08-01,48,36.8596521436489
US-AR,State,AR,2019-12-15,2004-09-01,22,34.9778622946037
US-AR,State,AR,2019-12-15,2004-10-01,23,29.6592006478009
US-AR,State,AR,2019-12-15,2004-11-01,25,32.3150403461613
US-AR,State,AR,2019-12-15,2004-12-01,58,55.2747079126316
US-AR,State,AR,2019-12-15,2005-01-01,52,45.0350496471177
US-AR,State,AR,2019-12-15,2005-02-01,70,56.5134810108203
US-AR,State,AR,2019-12-15,2005-03-01,29,33.8552680033862
US-AR,State,AR,2019-12-15,2005-04-01,77,60.7418737960125
US-AR,State,AR,2019-12-15,2005-05-01,60,60.2535872405841
US-AR,State,AR,2019-12-15,2005-06-01,61,42.904479333589
US-AR,State,AR,2019-12-15,2005-07-01,26,34.052245940995
US-AR,State,AR,2019-12-15,2005-08-01,68,52.0471690155485
US-AR,State,AR,2019-12-15,2005-09-01,21,32.3690413252025
US-AR,State,AR,2019-12-15,2005-10-01,57,70.487051277532
US-AR,State,AR,2019-12-15,2005-11-01,62,77.9035616675804
US-AR,State,AR,2019-12-15,2005-12-01,20,20.0868628004859
US-AR,State,AR,2019-12-15,2006-01-01,26,22.8546312726137
US-AR,State,AR,2019-12-15,2006-02-01,26,21.8457744162078
US-AR,State,AR,2019-12-15,2006-03-01,17,17.3738641454153
US-AR,State,AR,2019-12-15,2006-04-01,35,32.5607952969816
US-AR,State,AR,2019-12-15,2006-05-01,24,23.9807174209836
US-AR,State,AR,2019-12-15,2006-06-01,49,35.9107829430084
US-AR,State,AR,2019-12-15,2006-07-01,21,25.6960286898796
US-AR,State,AR,2019-12-15,2006-08-01,50,38.5506294069526
US-AR,State,AR,2019-12-15,2006-09-01,27,37.6410313209036
US-AR,State,AR,2019-12-15,2006-10-01,19,22.9720296093687
US-AR,State,AR,2019-12-15,2006-11-01,20,25.2233650660857
US-AR,State,AR,2019-12-15,2006-12-01,34,36.0060755397346
US-AR,State,AR,2019-12-15,2007-01-01,41,36.83138642162
US-AR,State,AR,2019-12-15,2007-02-01,39,33.9934068336941
US-AR,State,AR,2019-12-15,2007-03-01,39,39.6771930058203
US-AR,State,AR,2019-12-15,2007-04-01,39,37.217783665529
US-AR,State,AR,2019-12-15,2007-05-01,57,56.8555413627557
US-AR,State,AR,2019-12-15,2007-06-01,55,43.5885120752678
US-AR,State,AR,2019-12-15,2007-07-01,45,50.246571989928
US-AR,State,AR,2019-12-15,2007-08-01,53,42.6848541550538
US-AR,State,AR,2019-12-15,2007-09-01,44,56.550382346143
US-AR,State,AR,2019-12-15,2007-10-01,45,50.9933046089116
US-AR,State,AR,2019-12-15,2007-11-01,49,60.2812001913839
US-AR,State,AR,2019-12-15,2007-12-01,44,49.134232816924
US-AR,State,AR,2019-12-15,2008-01-01,67,61.8540302821798
US-AR,State,AR,2019-12-15,2008-02-01,65,57.7184239023208
US-AR,State,AR,2019-12-15,2008-03-01,57,64.8296722222475
US-AR,State,AR,2019-12-15,2008-04-01,66,56.565762770709
US-AR,State,AR,2019-12-15,2008-05-01,50,51.4592243917533
US-AR,State,AR,2019-12-15,2008-06-01,58,49.5353155064291
US-AR,State,AR,2019-12-15,2008-07-01,76,78.5218122788562
US-AR,State,AR,2019-12-15,2008-08-01,74,61.4553780110029
US-AR,State,AR,2019-12-15,2008-09-01,57,69.2183688682759
US-AR,State,AR,2019-12-15,2008-10-01,92,97.501662131265
US-AR,State,AR,2019-12-15,2008-11-01,59,71.496571369446
US-AR,State,AR,2019-12-15,2008-12-01,61,70.6329433465147
US-AR,State,AR,2019-12-15,2009-01-01,71,68.1115070863929
US-AR,State,AR,2019-12-15,2009-02-01,100,90.5654586013288
US-AR,State,AR,2019-12-15,2009-03-01,83,78.6745358584633
US-AR,State,AR,2019-12-15,2009-04-01,73,75.2308614400529
US-AR,State,AR,2019-12-15,2009-05-01,78,81.2160126322856
US-AR,State,AR,2019-12-15,2009-06-01,80,70.5807371324572
US-AR,State,AR,2019-12-15,2009-07-01,74,72.6329616006403
US-AR,State,AR,2019-12-15,2009-08-01,96,80.8824498086122
US-AR,State,AR,2019-12-15,2009-09-01,71,81.941793141339
US-AR,State,AR,2019-12-15,2009-10-01,60,62.0068952394759
US-AR,State,AR,2019-12-15,2009-11-01,55,65.5938076163148
US-AR,State,AR,2019-12-15,2009-12-01,49,57.9684093655215
US-AR,State,AR,2019-12-15,2010-01-01,50,48.8424347162859
US-AR,State,AR,2019-12-15,2010-02-01,52,48.9556644828618
US-AR,State,AR,2019-12-15,2010-03-01,53,54.8923384091952
US-AR,State,AR,2019-12-15,2010-04-01,57,53.8002456074584
US-AR,State,AR,2019-12-15,2010-05-01,52,55.0221278047672
US-AR,State,AR,2019-12-15,2010-06-01,68,61.2079206998945
US-AR,State,AR,2019-12-15,2010-07-01,66,62.0532347133028
US-AR,State,AR,2019-12-15,2010-08-01,72,62.8033985944606
US-AR,State,AR,2019-12-15,2010-09-01,58,65.5683505668699
US-AR,State,AR,2019-12-15,2010-10-01,79,80.2635495510158
US-AR,State,AR,2019-12-15,2010-11-01,63,74.5686699737158
US-AR,State,AR,2019-12-15,2010-12-01,57,68.207547569715
US-AR,State,AR,2019-12-15,2011-01-01,69,66.2836156723504
US-AR,State,AR,2019-12-15,2011-02-01,55,52.1789913743992
US-AR,State,AR,2019-12-15,2011-03-01,72,65.7412930335947
US-AR,State,AR,2019-12-15,2011-04-01,50,51.9912931211697
US-AR,State,AR,2019-12-15,2011-05-01,53,56.342107009969
US-AR,State,AR,2019-12-15,2011-06-01,65,59.8337735882861
US-AR,State,AR,2019-12-15,2011-07-01,73,66.2987188714949
US-AR,State,AR,2019-12-15,2011-08-01,63,57.4124256848541
US-AR,State,AR,2019-12-15,2011-09-01,46,51.588858810949
US-AR,State,AR,2019-12-15,2011-10-01,51,52.773676261098
US-AR,State,AR,2019-12-15,2011-11-01,43,51.8458511770108
US-AR,State,AR,2019-12-15,2011-12-01,39,47.5641386723182
US-AR,State,AR,2019-12-15,2012-01-01,49,46.2397700060511
US-AR,State,AR,2019-12-15,2012-02-01,58,53.8010023237025
US-AR,State,AR,2019-12-15,2012-03-01,44,40.0984632689034
US-AR,State,AR,2019-12-15,2012-04-01,49,48.373643903296
US-AR,State,AR,2019-12-15,2012-05-01,45,47.5517715218396
US-AR,State,AR,2019-12-15,2012-06-01,46,43.3989190014949
US-AR,State,AR,2019-12-15,2012-07-01,50,44.8691227866714
US-AR,State,AR,2019-12-15,2012-08-01,40,38.1201383776456
US-AR,State,AR,2019-12-15,2012-09-01,37,40.8695241604813
US-AR,State,AR,2019-12-15,2012-10-01,38,40.2998795891918
US-AR,State,AR,2019-12-15,2012-11-01,27,33.1728733016326
US-AR,State,AR,2019-12-15,2012-12-01,31,38.2932643865851
US-AR,State,AR,2019-12-15,2013-01-01,43,39.6362854840114
US-AR,State,AR,2019-12-15,2013-02-01,42,38.6151321225957
US-AR,State,AR,2019-12-15,2013-03-01,39,39.3898717555519
US-AR,State,AR,2019-12-15,2013-04-01,49,40.9625912383988
US-AR,State,AR,2019-12-15,2013-05-01,37,39.3126647716188
US-AR,State,AR,2019-12-15,2013-06-01,40,38.8178018701769
US-AR,State,AR,2019-12-15,2013-07-01,33,29.4865844284358
US-AR,State,AR,2019-12-15,2013-08-01,31,30.411012383036
US-AR,State,AR,2019-12-15,2013-09-01,32,34.7904464693722
US-AR,State,AR,2019-12-15,2013-10-01,32,34.8426709852127
US-AR,State,AR,2019-12-15,2013-11-01,28,34.2029722216608
US-AR,State,AR,2019-12-15,2013-12-01,24,29.8355683110539
US-AR,State,AR,2019-12-15,2014-01-01,41,37.1998221483152
US-AR,State,AR,2019-12-15,2014-02-01,34,31.1772765657892
US-AR,State,AR,2019-12-15,2014-03-01,43,35.6749529353078
US-AR,State,AR,2019-12-15,2014-04-01,36,35.4109698993392
US-AR,State,AR,2019-12-15,2014-05-01,21,22.5491763557063
US-AR,State,AR,2019-12-15,2014-06-01,26,26.1643557954794
US-AR,State,AR,2019-12-15,2014-07-01,40,34.8798483992038
US-AR,State,AR,2019-12-15,2014-08-01,29,28.6183499365685
US-AR,State,AR,2019-12-15,2014-09-01,31,33.3918104791628
US-AR,State,AR,2019-12-15,2014-10-01,22,24.6028063238473
US-AR,State,AR,2019-12-15,2014-11-01,25,30.3965205926265
US-AR,State,AR,2019-12-15,2014-12-01,22,27.107593944172
US-AR,State,AR,2019-12-15,2015-01-01,24,21.7636135834695
US-AR,State,AR,2019-12-15,2015-02-01,29,26.4495652242382
US-AR,State,AR,2019-12-15,2015-03-01,29,25.7917208524735
US-AR,State,AR,2019-12-15,2015-04-01,28,25.9692929295525
US-AR,State,AR,2019-12-15,2015-05-01,23,23.9074982534598
US-AR,State,AR,2019-12-15,2015-06-01,19,19.3542232197669
US-AR,State,AR,2019-12-15,2015-07-01,30,26.1151186582191
US-AR,State,AR,2019-12-15,2015-08-01,26,25.7377621399601
US-AR,State,AR,2019-12-15,2015-09-01,19,20.7107392204999
US-AR,State,AR,2019-12-15,2015-10-01,24,27.2199717301819
US-AR,State,AR,2019-12-15,2015-11-01,21,25.934123286579
US-AR,State,AR,2019-12-15,2015-12-01,20,24.4428835485434
US-AR,State,AR,2019-12-15,2016-01-01,32,28.488161360676
US-AR,State,AR,2019-12-15,2016-02-01,27,24.5982884898564
US-AR,State,AR,2019-12-15,2016-03-01,30,28.937120652952
US-AR,State,AR,2019-12-15,2016-04-01,25,22.0047450942638
US-AR,State,AR,2019-12-15,2016-05-01,28,27.8842877642379
US-AR,State,AR,2019-12-15,2016-06-01,27,26.8283552676665
US-AR,State,AR,2019-12-15,2016-07-01,27,23.7857940196721
US-AR,State,AR,2019-12-15,2016-08-01,19,18.8638468334914
US-AR,State,AR,2019-12-15,2016-09-01,22,23.7820085849113
US-AR,State,AR,2019-12-15,2016-10-01,17,19.6849646510906
US-AR,State,AR,2019-12-15,2016-11-01,14,17.6195109922539
US-AR,State,AR,2019-12-15,2016-12-01,16,19.2967148606229
US-AR,State,AR,2019-12-15,2017-01-01,26,23.1330548114207
US-AR,State,AR,2019-12-15,2017-02-01,23,20.939538289532
US-AR,State,AR,2019-12-15,2017-03-01,20,16.6788914528585
US-AR,State,AR,2019-12-15,2017-04-01,18,18.9259447868711
US-AR,State,AR,2019-12-15,2017-05-01,22,21.4872064647824
US-AR,State,AR,2019-12-15,2017-06-01,18,17.5920100936319
US-AR,State,AR,2019-12-15,2017-07-01,25,22.500475675237
US-AR,State,AR,2019-12-15,2017-08-01,27,26.4143662281557
US-AR,State,AR,2019-12-15,2017-09-01,25,27.1797322366628
US-AR,State,AR,2019-12-15,2017-10-01,17,19.8443625195655
US-AR,State,AR,2019-12-15,2017-11-01,16,19.9520416549038
US-AR,State,AR,2019-12-15,2017-12-01,19,22.3640316772644
US-AR,State,AR,2019-12-15,2018-01-01,22,19.9286188519735
US-AR,State,AR,2019-12-15,2018-02-01,26,23.7921117537618
US-AR,State,AR,2019-12-15,2018-03-01,26,25.4863723643405
US-AR,State,AR,2019-12-15,2018-04-01,23,20.4911781334158
US-AR,State,AR,2019-12-15,2018-05-01,22,21.3071510758199
US-AR,State,AR,2019-12-15,2018-06-01,25,23.6219464629917
US-AR,State,AR,2019-12-15,2018-07-01,19,17.5839388982733
US-AR,State,AR,2019-12-15,2018-08-01,18,17.7584459304413
US-AR,State,AR,2019-12-15,2018-09-01,15,16.9424435930139
US-AR,State,AR,2019-12-15,2018-10-01,18,20.8917473903032
US-AR,State,AR,2019-12-15,2018-11-01,18,21.9144499976939
US-AR,State,AR,2019-12-15,2018-12-01,19,21.9390343742199
US-AR,State,AR,2019-12-15,2019-01-01,21,19.1701283798953
US-AR,State,AR,2019-12-15,2019-02-01,19,17.6755949045348
US-AR,State,AR,2019-12-15,2019-03-01,21,17.7161244561514
US-AR,State,AR,2019-12-15,2019-04-01,20,20.8064301622315
US-AR,State,AR,2019-12-15,2019-05-01,21,20.2339694858275
US-AR,State,AR,2019-12-15,2019-06-01,23,21.3457098303003
US-AR,State,AR,2019-12-15,2019-07-01,21,19.5540053742138
US-AR,State,AR,2019-12-15,2019-08-01,21,20.6337020618335
US-AR,State,AR,2019-12-15,2019-09-01,16,18.388657116073
US-AR,State,AR,2019-12-15,2019-10-01,17,19.6996634882051
US-AR,State,AR,2019-12-15,2019-11-01,17,20.480475378096
US-AZ-753,City,Phoenix,2019-12-15,2004-02-01,20,19.5820633315148
US-AZ-753,City,Phoenix,2019-12-15,2004-03-01,22,21.0225386924701
US-AZ-753,City,Phoenix,2019-12-15,2004-04-01,37,33.0060151428493
US-AZ-753,City,Phoenix,2019-12-15,2004-05-01,30,29.1221835046073
US-AZ-753,City,Phoenix,2019-12-15,2004-06-01,20,19.8822430039985
US-AZ-753,City,Phoenix,2019-12-15,2004-07-01,25,24.5209805433844
US-AZ-753,City,Phoenix,2019-12-15,2004-08-01,25,22.3575703053084
US-AZ-753,City,Phoenix,2019-12-15,2004-09-01,24,24.6636944734253
US-AZ-753,City,Phoenix,2019-12-15,2004-10-01,22,23.0046627965024
US-AZ-753,City,Phoenix,2019-12-15,2004-11-01,16,18.9441676142868
US-AZ-753,City,Phoenix,2019-12-15,2004-12-01,20,24.1573763690582
US-AZ-753,City,Phoenix,2019-12-15,2005-01-01,34,32.6778391343165
US-AZ-753,City,Phoenix,2019-12-15,2005-02-01,26,25.354368244596
US-AZ-753,City,Phoenix,2019-12-15,2005-03-01,28,26.7105867738022
US-AZ-753,City,Phoenix,2019-12-15,2005-04-01,28,25.2219462765909
US-AZ-753,City,Phoenix,2019-12-15,2005-05-01,29,28.3485692479983
US-AZ-753,City,Phoenix,2019-12-15,2005-06-01,29,28.7226341150445
US-AZ-753,City,Phoenix,2019-12-15,2005-07-01,22,21.5513133539897
US-AZ-753,City,Phoenix,2019-12-15,2005-08-01,37,33.0707324969397
US-AZ-753,City,Phoenix,2019-12-15,2005-09-01,16,16.444246437608
US-AZ-753,City,Phoenix,2019-12-15,2005-10-01,31,32.3808022054817
US-AZ-753,City,Phoenix,2019-12-15,2005-11-01,22,25.8284919639663
US-AZ-753,City,Phoenix,2019-12-15,2005-12-01,22,26.5303311206334
US-AZ-753,City,Phoenix,2019-12-15,2006-01-01,20,19.2947629370352
US-AZ-753,City,Phoenix,2019-12-15,2006-02-01,24,23.2823961989988
US-AZ-753,City,Phoenix,2019-12-15,2006-03-01,18,17.0946895003948
US-AZ-753,City,Phoenix,2019-12-15,2006-04-01,21,19.1151644353717
