"time","Atlanta","Boston","Charlotte","Chicago","Cleveland","Dallas","Denver","Detroit","Las.Vegas","Los.Angeles","Miami","Minneapolis","New.York","Phoenix","Portland","San.Diego","San.Francisco","Seattle","Tampa","Washington.DC"
2007-09-01,166.666666666667,232,168.292682926829,170,152.5,112,164.285714285714,350,346.666666666667,174.285714285714,195.833333333333,284.615384615385,161.111111111111,164.516129032258,148.648648648649,237.037037037037,155.102040816327,156.756756756757,174.285714285714,180.952380952381
2007-10-01,150,252.173913043478,137.254901960784,175,165,104,150,311.111111111111,360,148.571428571429,204.166666666667,326.923076923077,142.857142857143,151.612903225806,129.411764705882,188.888888888889,148.979591836735,123.809523809524,175.757575757576,142.857142857143
2007-11-01,141.666666666667,256.521739130435,108,171.875,152.5,120,161.904761904762,347.368421052632,293.75,186.111111111111,191.666666666667,257.142857142857,155.555555555556,170.967741935484,141.935483870968,182.857142857143,147.169811320755,137.837837837838,148.484848484848,169.047619047619
2007-12-01,129.411764705882,185.714285714286,105.882352941176,153.333333333333,126.315789473684,94,155.555555555556,294.736842105263,273.333333333333,152.631578947368,175,207.692307692308,122.222222222222,138.709677419355,105.882352941176,196.296296296296,113.725490196078,127.777777777778,142.424242424242,138.461538461538
2008-01-01,194.285714285714,292,148.780487804878,206.666666666667,202.439024390244,152,214.285714285714,300,313.333333333333,220,245.833333333333,319.047619047619,181.081081081081,193.548387096774,157.5,344.444444444444,193.877551020408,180.555555555556,193.939393939394,211.904761904762
2008-02-01,188.235294117647,348,156.862745098039,220,186.842105263158,158,219.444444444444,383.333333333333,426.666666666667,225.714285714286,250,342.307692307692,175,206.451612903226,190.322580645161,296.296296296296,197.959183673469,167.441860465116,188.571428571429,210.869565217391
2008-03-01,175.757575757576,373.913043478261,142,253.333333333333,217.5,160,197.619047619048,455.555555555556,486.666666666667,242.857142857143,279.166666666667,380.952380952381,215.151515151515,214.814814814815,155.882352941176,314.814814814815,200,185.714285714286,224.242424242424,238.095238095238
2008-04-01,200,352,150.980392156863,223.333333333333,210,137.5,228.571428571429,415.789473684211,406.25,245.714285714286,300,371.428571428571,208.333333333333,203.225806451613,183.870967741935,293.103448275862,179.591836734694,173.809523809524,211.428571428571,210.25641025641
2008-05-01,202.857142857143,312,154,213.333333333333,178.378378378378,130,178.571428571429,327.777777777778,387.5,231.428571428571,281.481481481481,352.941176470588,191.891891891892,190.322580645161,154.054054054054,304,167.924528301887,159.459459459459,203.030303030303,174.358974358974
2008-06-01,220,284,191.489361702128,230,218.421052631579,144,190.47619047619,342.105263157895,526.666666666667,240,292.592592592593,334.615384615385,191.666666666667,229.032258064516,166.666666666667,314.814814814815,179.591836734694,172.093023255814,236.363636363636,197.435897435897
2008-07-01,242.857142857143,332,170,221.875,230,159.615384615385,209.52380952381,447.368421052632,446.666666666667,251.428571428571,320.833333333333,342.307692307692,211.111111111111,245.161290322581,193.548387096774,333.333333333333,185.714285714286,194.594594594595,242.857142857143,200
2008-08-01,200,330.434782608696,160.78431372549,203.333333333333,213.513513513514,132,197.619047619048,405.555555555556,431.25,214.285714285714,300,303.846153846154,194.594594594595,212.903225806452,170.967741935484,324,166.037735849057,152.777777777778,236.363636363636,152.380952380952
2008-09-01,210.810810810811,314.285714285714,141.176470588235,243.333333333333,192.5,130,216.666666666667,421.052631578947,433.333333333333,225,327.272727272727,350,208.333333333333,209.677419354839,196.774193548387,285.714285714286,175.510204081633,200,212.121212121212,161.904761904762
2008-10-01,208.108108108108,384,161.702127659574,246.666666666667,210,144.230769230769,209.756097560976,400,437.5,228.571428571429,354.166666666667,371.428571428571,241.666666666667,232.258064516129,232.5,337.037037037037,177.551020408163,202.702702702703,185.714285714286,173.809523809524
2008-11-01,200,317.391304347826,165.853658536585,226.666666666667,170,132,190.47619047619,368.421052631579,437.5,214.285714285714,312.5,314.285714285714,202.777777777778,219.354838709677,170.588235294118,296,147.169811320755,172.972972972973,215.151515151515,135.714285714286
2008-12-01,191.428571428571,269.565217391304,159.574468085106,200,178.378378378378,121.153846153846,183.333333333333,366.666666666667,366.666666666667,197.222222222222,287.5,280.769230769231,186.111111111111,200,154.054054054054,229.62962962963,135.294117647059,156.756756756757,212.121212121212,150
2009-01-01,254.285714285714,363.636363636364,156.862745098039,259.375,213.513513513514,158,223.809523809524,410.526315789474,418.75,242.857142857143,370.833333333333,385.714285714286,224.324324324324,264.516129032258,206.451612903226,360,155.102040816327,197.222222222222,275.757575757576,189.130434782609
2009-02-01,274.285714285714,426.086956521739,192.156862745098,330,237.5,192.307692307692,238.095238095238,527.777777777778,568.75,285.714285714286,416.666666666667,400,272.222222222222,322.58064516129,270.588235294118,355.555555555556,185.714285714286,270.27027027027,269.69696969697,205.128205128205
2009-03-01,285.714285714286,409.52380952381,200,330,263.157894736842,180,223.809523809524,555.555555555556,550,260,391.666666666667,476.190476190476,277.777777777778,296.774193548387,294.117647058824,348.148148148148,161.224489795918,255.555555555556,287.878787878788,185.714285714286
2009-04-01,234.285714285714,330.434782608696,154.901960784314,263.333333333333,214.634146341463,159.615384615385,219.444444444444,427.777777777778,480,236.111111111111,355.555555555556,385.714285714286,208.333333333333,245.161290322581,202.702702702703,277.777777777778,135.849056603774,210.810810810811,260.606060606061,166.666666666667
2009-05-01,231.428571428571,265.217391304348,120,226.666666666667,207.5,132.142857142857,197.222222222222,447.368421052632,456.25,211.428571428571,337.5,342.857142857143,194.285714285714,235.483870967742,183.333333333333,270.37037037037,122.448979591837,181.081081081081,248.484848484848,133.333333333333
2009-06-01,233.333333333333,256,148.936170212766,223.333333333333,202.5,124,180.555555555556,421.052631578947,480,219.444444444444,316.666666666667,342.307692307692,180,235.483870967742,167.647058823529,285.185185185185,124.489795918367,175.675675675676,233.333333333333,116.666666666667
2009-07-01,216.666666666667,268,148,231.25,192.105263157895,120,173.809523809524,422.222222222222,493.333333333333,228.571428571429,304.166666666667,323.809523809524,181.081081081081,248.387096774194,190,248,112.244897959184,183.333333333333,251.428571428571,112.820512820513
2009-08-01,218.918918918919,272,148.936170212766,233.333333333333,178.048780487805,138.461538461538,185.714285714286,383.333333333333,400,194.285714285714,314.814814814815,309.52380952381,183.783783783784,248.387096774194,191.176470588235,251.851851851852,103.921568627451,167.567567567568,227.272727272727,116.666666666667
2009-09-01,185.714285714286,240,128,206.666666666667,160,117.307692307692,154.761904761905,333.333333333333,420,168.571428571429,279.166666666667,266.666666666667,148.648648648649,212.903225806452,179.411764705882,217.241379310345,90.5660377358491,175,200,90.4761904761905
2009-10-01,194.444444444444,213.04347826087,170,206.25,156.09756097561,108,160,373.684210526316,512.5,171.428571428571,250,261.538461538462,147.222222222222,203.225806451613,161.290322580645,220.689655172414,86.2745098039216,162.962962962963,214.285714285714,95.6521739130435
2009-11-01,163.888888888889,200,142.553191489362,186.666666666667,170,96.4285714285714,180.555555555556,294.736842105263,386.666666666667,155.555555555556,241.666666666667,280.952380952381,141.666666666667,216.129032258065,170.967741935484,196.296296296296,77.3584905660377,178.378378378378,206.060606060606,89.7435897435898
2009-12-01,148.648648648649,180.952380952381,130,163.333333333333,151.351351351351,88,138.095238095238,300,393.333333333333,141.666666666667,262.5,242.857142857143,130.555555555556,185.714285714286,153.333333333333,200,75.5102040816327,154.761904761905,187.878787878788,72
2010-01-01,200,257.142857142857,186.274509803922,220,184.210526315789,124,173.809523809524,361.111111111111,500,182.857142857143,316.666666666667,292.307692307692,161.111111111111,229.032258064516,183.783783783784,200,84.3137254901961,188.888888888889,218.421052631579,102.380952380952
2010-02-01,200,252,180.392156862745,221.875,191.891891891892,122,170.731707317073,444.444444444444,533.333333333333,177.142857142857,333.333333333333,303.846153846154,177.777777777778,209.677419354839,205.882352941176,231.034482758621,87.7551020408163,183.783783783784,251.428571428571,92.3076923076923
2010-03-01,182.857142857143,238.095238095238,165.957446808511,230,200,123.076923076923,188.888888888889,436.842105263158,456.25,174.285714285714,312.5,323.809523809524,162.162162162162,229.032258064516,200,196.551724137931,81.6326530612245,171.428571428571,200,95.2380952380952
2010-04-01,191.666666666667,217.391304347826,170.212765957447,203.333333333333,220,112,176.190476190476,355.555555555556,466.666666666667,157.142857142857,304.166666666667,290.47619047619,167.567567567568,216.129032258065,186.486486486486,192.592592592593,80.3921568627451,154.054054054054,214.285714285714,95.2380952380952
2010-05-01,179.411764705882,223.809523809524,172,200,167.5,102,151.111111111111,325,333.333333333333,148.571428571429,291.666666666667,252.380952380952,154.054054054054,206.451612903226,179.411764705882,196.551724137931,67.9245283018868,170.37037037037,220,76.9230769230769
2010-06-01,185.714285714286,216,180.392156862745,193.333333333333,178.378378378378,114,171.428571428571,327.777777777778,353.333333333333,157.142857142857,304.166666666667,311.538461538462,164.864864864865,203.225806451613,176.666666666667,166.666666666667,69.3877551020408,164.864864864865,230.30303030303,80.9523809523809
2010-07-01,197.142857142857,247.619047619048,192.682926829268,203.125,183.783783783784,86,166.666666666667,352.631578947368,393.75,152.777777777778,316.666666666667,276.923076923077,172.972972972973,206.451612903226,200,203.448275862069,61.2244897959184,159.459459459459,203.030303030303,85.7142857142857
2010-08-01,185.294117647059,236.363636363636,194.117647058824,223.333333333333,205.405405405405,86,166.666666666667,377.777777777778,443.75,158.333333333333,308.333333333333,296.153846153846,175,200,202.702702702703,177.777777777778,56.8627450980392,173.809523809524,225.714285714286,82.051282051282
2010-09-01,175.757575757576,216,160.78431372549,200,167.5,78.5714285714286,150,378.947368421053,386.666666666667,136.111111111111,304.166666666667,271.428571428571,162.857142857143,200,180,185.185185185185,53.0612244897959,183.783783783784,221.212121212121,80.9523809523809
2010-10-01,188.235294117647,295.238095238095,182,253.333333333333,192.105263157895,98,180.952380952381,357.894736842105,400,202.777777777778,333.333333333333,357.692307692308,208.108108108108,251.612903225806,238.235294117647,227.586206896552,75.5102040816327,208.108108108108,284.848484848485,107.692307692308
2010-11-01,145.714285714286,200,160.975609756098,175,145,62,147.619047619048,255.555555555556,331.25,134.285714285714,259.090909090909,257.142857142857,137.837837837838,164.516129032258,156.756756756757,152,50.9803921568627,140.740740740741,193.939393939394,69.5652173913043
2010-12-01,129.72972972973,164,141.176470588235,160,132.432432432432,58,138.095238095238,261.111111111111,300,125.714285714286,208.333333333333,188.461538461538,125,154.838709677419,151.351351351351,134.48275862069,46.9387755102041,124.324324324324,165.714285714286,61.5384615384615
2011-01-01,202.857142857143,230.434782608696,182.352941176471,220,177.5,86,191.666666666667,327.777777777778,343.75,137.142857142857,212.5,276.190476190476,140,187.096774193548,206.451612903226,210.344827586207,193.877551020408,186.486486486486,215.151515151515,183.333333333333
2011-02-01,185.294117647059,230.434782608696,172.549019607843,196.666666666667,160.526315789474,70,152.380952380952,294.444444444444,286.666666666667,128.571428571429,200,234.615384615385,125,187.096774193548,180.645161290323,162.068965517241,175.471698113208,183.333333333333,190.909090909091,163.04347826087
2011-03-01,162.162162162162,188,124,190,142.5,60.7142857142857,154.761904761905,257.894736842105,273.333333333333,111.428571428571,200,223.809523809524,118.918918918919,158.064516129032,165,176,152.830188679245,143.243243243243,177.142857142857,147.619047619048
2011-04-01,154.285714285714,192,141.176470588235,186.666666666667,139.473684210526,70,128.571428571429,268.421052631579,318.75,111.428571428571,185.185185185185,230.769230769231,116.666666666667,145.161290322581,154.054054054054,162.962962962963,152.941176470588,151.351351351351,172.727272727273,142.857142857143
2011-05-01,154.285714285714,186.95652173913,135.294117647059,183.333333333333,145.945945945946,58,130.952380952381,257.894736842105,243.75,111.428571428571,187.5,203.846153846154,125,144.444444444444,151.612903225806,155.555555555556,151.020408163265,135.135135135135,168.571428571429,138
2011-06-01,174.285714285714,190.909090909091,158.823529411765,180,147.368421052632,74,136.111111111111,236.842105263158,243.75,105.714285714286,195.833333333333,233.333333333333,111.111111111111,148.387096774194,158.823529411765,148.275862068966,136.734693877551,145.945945945946,184.848484848485,147.619047619048
2011-07-01,177.142857142857,188,151.063829787234,170,143.243243243243,71.4285714285714,113.333333333333,263.157894736842,250,100,187.5,200,105.555555555556,145.161290322581,137.837837837838,151.724137931034,151.020408163265,144.444444444444,184.848484848485,145.652173913043
2011-08-01,168.571428571429,182.608695652174,129.411764705882,176.666666666667,145.945945945946,78,133.333333333333,250,280,108.571428571429,179.166666666667,203.846153846154,117.142857142857,141.935483870968,156.666666666667,162.962962962963,142.857142857143,135.714285714286,128.571428571429,133.333333333333
2011-09-01,148.484848484848,190.47619047619,131.372549019608,162.5,130,70,114.285714285714,222.222222222222,237.5,100,195.833333333333,200,111.111111111111,122.58064516129,140.540540540541,148.148148148148,132.65306122449,137.837837837838,121.212121212121,121.428571428571
2011-10-01,137.142857142857,171.428571428571,112,160,118.918918918919,66,105.555555555556,184.210526315789,256.25,97.1428571428571,166.666666666667,200,102.777777777778,112.903225806452,123.529411764706,129.62962962963,126.530612244898,127.777777777778,122.857142857143,119.047619047619
2011-11-01,122.857142857143,156,95.7446808510638,134.375,105.263157894737,62,104.761904761905,194.444444444444,193.333333333333,88.5714285714286,154.166666666667,185.714285714286,97.2972972972973,96.7741935483871,129.032258064516,113.793103448276,118.867924528302,105.405405405405,130.30303030303,110.25641025641
2011-12-01,124.324324324324,156,101.960784313725,128.125,102.439024390244,56,100,178.947368421053,119.047619047619,88.5714285714286,129.166666666667,185.714285714286,88.5714285714286,103.225806451613,123.529411764706,120,116.326530612245,102.702702702703,134.285714285714,100
2012-01-01,168.571428571429,184,123.529411764706,176.666666666667,115.789473684211,84,126.190476190476,233.333333333333,200,100,187.5,223.809523809524,122.857142857143,129.032258064516,143.333333333333,148.148148148148,134.69387755102,124.324324324324,157.575757575758,128.571428571429
2012-02-01,157.142857142857,213.636363636364,134,176.666666666667,127.5,76,128.571428571429,205.555555555556,256.25,111.428571428571,195.833333333333,242.857142857143,116.666666666667,129.032258064516,154.838709677419,137.037037037037,145.098039215686,127.777777777778,165.714285714286,148.717948717949
2012-03-01,140,190.47619047619,117.021276595745,160,119.512195121951,64,123.809523809524,173.684210526316,206.666666666667,88.5714285714286,150,209.52380952381,111.111111111111,103.225806451613,148.648648648649,125.925925925926,128.571428571429,105.405405405405,148.571428571429,123.809523809524
2012-04-01,132.352941176471,160,135.294117647059,146.875,122.5,64,109.52380952381,189.473684210526,168.75,82.8571428571429,183.333333333333,214.285714285714,102.777777777778,96.7741935483871,144.117647058824,120.689655172414,112.244897959184,105.405405405405,157.575757575758,109.52380952381
2012-05-01,122.222222222222,171.428571428571,104.255319148936,143.333333333333,122.5,56,100,136.842105263158,160,80,158.333333333333,176.923076923077,102.777777777778,87.0967741935484,113.513513513514,111.111111111111,106.122448979592,94.5945945945946,145.454545454545,109.52380952381
2012-06-01,117.142857142857,172.727272727273,117.021276595745,136.666666666667,126.315789473684,60,107.142857142857,127.777777777778,137.5,77.1428571428572,145.833333333333,161.904761904762,91.8918918918919,87.0967741935484,115,103.703703703704,103.77358490566,100,148.484848484848,100
2012-07-01,131.428571428571,165.217391304348,127.450980392157,137.5,137.5,58,95.2380952380952,172.222222222222,143.75,82.8571428571429,125,166.666666666667,100,80.6451612903226,141.176470588235,114.814814814815,114.285714285714,102.777777777778,148.571428571429,114.285714285714
2012-08-01,120,148,107.843137254902,140,128.947368421053,54,86.6666666666667,150,160,72.2222222222222,120.833333333333,180.769230769231,97.2972972972973,90.3225806451613,118.918918918919,89.6551724137931,114.285714285714,102.702702702703,136.363636363636,102.564102564103
2012-09-01,105.555555555556,139.130434782609,91.4893617021277,125,105.405405405405,53.5714285714286,83.3333333333333,144.444444444444,104.761904761905,74.2857142857143,131.818181818182,152.380952380952,91.6666666666667,70.9677419354839,100,96.2962962962963,101.88679245283,97.2972972972973,133.333333333333,100
2012-10-01,100,116,98.0392156862745,133.333333333333,92.6829268292683,42,80.9523809523809,155.555555555556,143.75,68.5714285714286,133.333333333333,142.307692307692,75.6756756756757,74.1935483870968,100,86.2068965517241,88.6792452830189,86.4864864864865,131.428571428571,88.0952380952381
2012-11-01,87.8787878787879,108.695652173913,86.2745098039216,110,85.3658536585366,42.8571428571429,78.5714285714286,133.333333333333,118.75,60,87.5,147.619047619048,62.8571428571429,64.5161290322581,80,72.4137931034483,81.6326530612245,83.3333333333333,115.151515151515,83.3333333333333
2012-12-01,81.8181818181818,100,90.2439024390244,106.666666666667,75,40,73.8095238095238,138.888888888889,118.75,62.8571428571429,107.407407407407,138.095238095238,62.1621621621622,54.8387096774194,72.972972972973,81.4814814814815,75.5102040816327,80.5555555555556,118.181818181818,83.3333333333333
2013-01-01,111.764705882353,139.130434782609,115.686274509804,146.875,100,58,88.0952380952381,138.888888888889,112.5,74.2857142857143,150,180.769230769231,83.7837837837838,67.741935483871,102.941176470588,92,93.8775510204082,100,148.484848484848,111.904761904762
2013-02-01,94.2857142857143,130.434782608696,101.960784313725,140,97.5,46,88.0952380952381,161.111111111111,120,61.1111111111111,129.166666666667,153.846153846154,82.8571428571429,67.741935483871,96.6666666666667,80,81.6326530612245,100,131.428571428571,95.2380952380952
2013-03-01,105.714285714286,147.826086956522,91.4893617021277,150,113.513513513514,52,88.0952380952381,161.111111111111,150,63.8888888888889,133.333333333333,165.384615384615,91.8918918918919,67.741935483871,106.666666666667,86.2068965517241,84.3137254901961,97.2972972972973,100,100
2013-04-01,111.428571428571,140,101.960784313725,150,136.585365853659,56,100,168.421052631579,193.75,74.2857142857143,154.166666666667,176.190476190476,91.8918918918919,77.7777777777778,109.677419354839,96.551724137931,79.5918367346939,102.777777777778,136.363636363636,102.564102564103
2013-05-01,100,126.086956521739,94,126.666666666667,100,46,78.5714285714286,127.777777777778,126.666666666667,57.1428571428571,125.925925925926,138.461538461538,85.7142857142857,61.2903225806452,85.2941176470588,81.4814814814815,66.6666666666667,85.7142857142857,118.181818181818,92.3076923076923
2013-06-01,88.5714285714286,121.739130434783,86.2745098039216,116.666666666667,110.526315789474,46,69.0476190476191,127.777777777778,133.333333333333,51.4285714285714,137.5,142.857142857143,82.8571428571429,58.0645161290323,81.0810810810811,65.5172413793103,63.265306122449,83.7837837837838,117.142857142857,82.6086956521739
2013-07-01,91.4285714285714,138.095238095238,78.7234042553192,120,97.2972972972973,52,73.8095238095238,127.777777777778,80,54.2857142857143,112.5,128.571428571429,85.7142857142857,54.8387096774194,33.3333333333333,62.962962962963,61.2244897959184,78.3783783783784,121.212121212121,85.7142857142857
